channel_id,name,telemetr_slug,telemetr_url,telegram_url_inferred,subscribers,growth_24h,growth_30d,views,engagement_rate,raw_cells
1423319881,Quick Sarkari (QuickSarkari.Com),quick_sarkari,https://telemetr.io/en/channels/1423319881-quick_sarkari,https://t.me/quick_sarkari,226127,86,1689,31158,13.78,6 Quick Sarkari (QuickSarkari.Com) Public channel Username for Pro || 226 127 ||  || 86 || 1 689 ||  || 31 158 || 13.78 % || Career
1214881004,Government Jobs Alert Sarkari Naukri,government_jobs_sarkari_naukri,https://telemetr.io/en/channels/1214881004-government_jobs_sarkari_naukri,https://t.me/government_jobs_sarkari_naukri,213289,150,2769,13321,6.25,7 Government Jobs Alert Sarkari Naukri Public channel Username for Pro || 213 289 ||  || 150 || 2 769 ||  || 13 321 || 6.25 % || Career
1515619731,Krishan Kumar - Jobs & Internships Updates,jobs_and_internships_updates,https://telemetr.io/en/channels/1515619731-jobs_and_internships_updates,https://t.me/jobs_and_internships_updates,198098,101,1562,12451,6.29,8 Krishan Kumar - Jobs & Internships Updates Public channel Username for Pro || 198 098 ||  || 101 || 1 562 ||  || 12 451 || 6.29 % || Career
1827652264,Alljobsintelugu.com,alljobsintelugu,https://telemetr.io/en/channels/1827652264-alljobsintelugu,https://t.me/alljobsintelugu,151049,88,1401,9891,6.55,10 Alljobsintelugu.com Public channel Username for Pro || 151 049 ||  || 88 || 1 401 ||  || 9 891 || 6.55 % || Career
1068741818,Sarkari Naukri - Jobs | Results | News,sarkari_naukri_jobs_results_news,https://telemetr.io/en/channels/1068741818-sarkari_naukri_jobs_results_news,https://t.me/sarkari_naukri_jobs_results_news,149687,52,3557,9879,6.6,11 Sarkari Naukri - Jobs | Results | News Public channel Username for Pro || 149 687 ||  || 52 || 3 557 ||  || 9 879 || 6.60 % || Career
1475552266,Railway Jobs (RRB | NTPC | JE | ALP | Group D),railway_jobs_ntpc_je_alp_group_d,https://telemetr.io/en/channels/1475552266-railway_jobs_ntpc_je_alp_group_d,https://t.me/railway_jobs_ntpc_je_alp_group_d,147629,89,3220,8308,5.63,12 Railway Jobs (RRB | NTPC | JE | ALP | Group D) Public channel Username for Pro || 147 629 ||  || 89 || 3 220 ||  || 8 308 || 5.63 % || Career
1590952025,OFLATEST - Job Updates,oflatestblog,https://telemetr.io/en/channels/1590952025-oflatestblog,https://t.me/oflatestblog,146887,54,2597,7481,5.09,13 OFLATEST - Job Updates Public channel Username for Pro || 146 887 ||  || 54 || 2 597 ||  || 7 481 || 5.09 % || Career
1559063668,Work4freshers - Job Updates,work4freshers,https://telemetr.io/en/channels/1559063668-work4freshers,https://t.me/work4freshers,146625,64,1656,2997,2.04,14 Work4freshers - Job Updates Public channel Username for Pro || 146 625 ||  || 64 || 1 656 ||  || 2 997 || 2.04 % || Career
2129137971,Mohan Careers,mohancareers,https://telemetr.io/en/channels/2129137971-mohancareers,https://t.me/mohancareers,141720,133,3088,4634,3.27,15 Mohan Careers Public channel Username for Pro || 141 720 ||  || 133 || 3 088 ||  || 4 634 || 3.27 % || Career
1562730876,Placementkit - OffCampus/OnCampus Placement Jobs,placementkit,https://telemetr.io/en/channels/1562730876-placementkit,https://t.me/placementkit,132753,50,1556,12919,9.73,16 Placementkit - OffCampus/OnCampus Placement Jobs Public channel Username for Pro || 132 753 ||  || 50 || 1 556 ||  || 12 919 || 9.73 % || Career
2053204905,Telugu Job Updates,telugujobupdates03,https://telemetr.io/en/channels/2053204905-telugujobupdates03,https://t.me/telugujobupdates03,129777,96,3202,3062,2.36,17 Telugu Job Updates Public channel Username for Pro || 129 777 ||  || 96 || 3 202 ||  || 3 062 || 2.36 % || Career
1786526921,Jobs for commerce Private,seekerascommerce,https://telemetr.io/en/channels/1786526921-seekerascommerce,https://t.me/seekerascommerce,128936,116,2744,1233,0.96,18 Jobs for commerce Private Public channel Username for Pro || 128 936 ||  || 116 || 2 744 ||  || 1 233 || 0.96 % || Career
1536463194,BSKJobs_Official,bskapjobs,https://telemetr.io/en/channels/1536463194-bskapjobs,https://t.me/bskapjobs,128083,95,3250,9148,7.14,19 BSKJobs_Official Public channel Username for Pro || 128 083 ||  || 95 || 3 250 ||  || 9 148 || 7.14 % || Career
1630316319,Latest Jobs In Telugu,bsk31jit,https://telemetr.io/en/channels/1630316319-bsk31jit,https://t.me/bsk31jit,127683,75,2562,9993,7.82,20 Latest Jobs In Telugu Public channel Username for Pro || 127 683 ||  || 75 || 2 562 ||  || 9 993 || 7.82 % || Career
2049500142,Job Update with Foundthejob,foundthejob,https://telemetr.io/en/channels/2049500142-foundthejob,https://t.me/foundthejob,115254,72,501,8443,7.33,21 Job Update with Foundthejob Public channel Username for Pro || 115 254 ||  || 72 || 501 ||  || 8 443 || 7.33 % || Career
1190199451,Job updates,daily_jobupdates,https://telemetr.io/en/channels/1190199451-daily_jobupdates,https://t.me/daily_jobupdates,113080,88,814,6251,5.53,23 Job updates Public channel Username for Pro || 113 080 ||  || 88 || 814 ||  || 6 251 || 5.53 % || Career
1188956665,Way2Freshers,way2freshers,https://telemetr.io/en/channels/1188956665-way2freshers,https://t.me/way2freshers,112096,78,1791,2330,2.08,24 Way2Freshers Public channel Username for Pro || 112 096 ||  || 78 || 1 791 ||  || 2 330 || 2.08 % || Career
1282241243,📣 𝗝𝗼𝗯𝘀 𝗦𝘁𝗮𝘁𝗶𝗼𝗻 💼,jobsstation_official,https://telemetr.io/en/channels/1282241243-jobsstation_official,https://t.me/jobsstation_official,111198,89,2224,5710,5.13,25 📣 𝗝𝗼𝗯𝘀 𝗦𝘁𝗮𝘁𝗶𝗼𝗻 💼 Public channel Username for Pro || 111 198 ||  || 89 || 2 224 ||  || 5 710 || 5.13 % || Career
1309472884,FresherOffCampus Official Channel,fresheroffcampus,https://telemetr.io/en/channels/1309472884-fresheroffcampus,https://t.me/fresheroffcampus,110163,56,568,3038,2.76,26 FresherOffCampus Official Channel Public channel Username for Pro || 110 163 ||  || 56 || 568 ||  || 3 038 || 2.76 % || Career
1243094742,KickCharm - Job Updates,kickcharm,https://telemetr.io/en/channels/1243094742-kickcharm,https://t.me/kickcharm,110133,46,33,1238,1.12,27 KickCharm - Job Updates Public channel Username for Pro || 110 133 ||  || 46 || 33 ||  || 1 238 || 1.12 % || Career
1831837433,Placementdrive.in,placementdriveofficial,https://telemetr.io/en/channels/1831837433-placementdriveofficial,https://t.me/placementdriveofficial,109758,72,1469,1539,1.4,28 Placementdrive.in Public channel Username for Pro || 109 758 ||  || 72 || 1 469 ||  || 1 539 || 1.40 % || Career
1603220106,FRESHER OFFCAMPUS JOB DRIVES,fresher_offcampus_drives,https://telemetr.io/en/channels/1603220106-fresher_offcampus_drives,https://t.me/fresher_offcampus_drives,108444,46,1094,4442,4.09,29 FRESHER OFFCAMPUS JOB DRIVES Public channel Username for Pro || 108 444 ||  || 46 || 1 094 ||  || 4 442 || 4.09 % || Career
1160330973,Fresher Jobs Adda,fresherjobsadda,https://telemetr.io/en/channels/1160330973-fresherjobsadda,https://t.me/fresherjobsadda,105018,70,1626,4314,4.11,30 Fresher Jobs Adda Public channel Username for Pro || 105 018 ||  || 70 || 1 626 ||  || 4 314 || 4.11 % || Career
1394605481,MahaBharti.in™,mymahabharti,https://telemetr.io/en/channels/1394605481-mymahabharti,https://t.me/mymahabharti,102290,28,536,4909,4.8,31 MahaBharti.in™ Public channel Username for Pro || 102 290 ||  || 28 || 536 ||  || 4 909 || 4.80 % || Career
1662791277,Job Updates | JobwithMayra,jobwithmayra,https://telemetr.io/en/channels/1662791277-jobwithmayra,https://t.me/jobwithmayra,101273,52,2049,4262,4.21,32 Job Updates | JobwithMayra Public channel Username for Pro || 101 273 ||  || 52 || 2 049 ||  || 4 262 || 4.21 % || Career
1236187868,AssamCareer.com,assamcareer,https://telemetr.io/en/channels/1236187868-assamcareer,https://t.me/assamcareer,101089,35,1257,11759,11.63,33 AssamCareer.com Public channel Username for Pro || 101 089 ||  || 35 || 1 257 ||  || 11 759 || 11.63 % || Career
1669802193,Tamil Job Updates,tamilanjobupdates,https://telemetr.io/en/channels/1669802193-tamilanjobupdates,https://t.me/tamilanjobupdates,98757,38,1298,9458,9.57,34 Tamil Job Updates Public channel Username for Pro || 98 757 ||  || 38 || 1 298 ||  || 9 458 || 9.57 % || Career
2329429799,Off-Campus Job Updates,offcampusjobupdateslive,https://telemetr.io/en/channels/2329429799-offcampusjobupdateslive,https://t.me/offcampusjobupdateslive,96982,62,1369,11815,12.18,35 Off-Campus Job Updates Public channel Username for Pro || 96 982 ||  || 62 || 1 369 ||  || 11 815 || 12.18 % || Career
1783575551,Sarkariwallahjob Government Jobs,seekerasjob,https://telemetr.io/en/channels/1783575551-seekerasjob,https://t.me/seekerasjob,96062,69,2051,722,0.75,36 Sarkariwallahjob Government Jobs Public channel Username for Pro || 96 062 ||  || 69 || 2 051 ||  || 722 || 0.75 % || Career
1362488074,Bihar Job Portal,biharjobportal,https://telemetr.io/en/channels/1362488074-biharjobportal,https://t.me/biharjobportal,93314,58,1091,19113,20.48,37 Bihar Job Portal Public channel Username for Pro || 93 314 ||  || 58 || 1 091 ||  || 19 113 || 20.48 % || Career
1140169243,Karnataka Careers,karnatakacareers,https://telemetr.io/en/channels/1140169243-karnatakacareers,https://t.me/karnatakacareers,89608,34,284,18374,20.5,39 Karnataka Careers Public channel Username for Pro || 89 608 ||  || 34 || 284 ||  || 18 374 || 20.50 % || Career
1984054163,Work From Home JOBS with Foundthejob,seekeraswfh,https://telemetr.io/en/channels/1984054163-seekeraswfh,https://t.me/seekeraswfh,89052,55,1296,1234,1.39,40 Work From Home JOBS with Foundthejob Public channel Username for Pro || 89 052 ||  || 55 || 1 296 ||  || 1 234 || 1.39 % || Career
1253825540,🇮🇳 माझी नोकरी जाहिराती 🔔 MahaSarkar 🚩,mahasarkar,https://telemetr.io/en/channels/1253825540-mahasarkar,https://t.me/mahasarkar,88313,16,590,5380,6.09,41 🇮🇳 माझी नोकरी जाहिराती 🔔 MahaSarkar 🚩 Public channel Username for Pro || 88 313 ||  || 16 || 590 ||  || 5 380 || 6.09 % || Career
1468822092,FreshersNow,freshersnowofficial,https://telemetr.io/en/channels/1468822092-freshersnowofficial,https://t.me/freshersnowofficial,86397,73,1144,10538,12.2,42 FreshersNow Public channel Username for Pro || 86 397 ||  || 73 || 1 144 ||  || 10 538 || 12.20 % || Career
1161663022,Naukari Wala,naukariwalaa,https://telemetr.io/en/channels/1161663022-naukariwalaa,https://t.me/naukariwalaa,84882,50,1194,8027,9.46,43 Naukari Wala Public channel Username for Pro || 84 882 ||  || 50 || 1 194 ||  || 8 027 || 9.46 % || Career
1956365356,Latest Free Jobs in Telugu,latestfreejobsintelugu,https://telemetr.io/en/channels/1956365356-latestfreejobsintelugu,https://t.me/latestfreejobsintelugu,84843,107,1623,4455,5.25,44 Latest Free Jobs in Telugu Public channel Username for Pro || 84 843 ||  || 107 || 1 623 ||  || 4 455 || 5.25 % || Career
1467890440,Govt / Sarkari Jobs Update & GK Quiz,govt_sarkari_jobs_update_gk_quiz,https://telemetr.io/en/channels/1467890440-govt_sarkari_jobs_update_gk_quiz,https://t.me/govt_sarkari_jobs_update_gk_quiz,82547,77,1478,4325,5.24,45 Govt / Sarkari Jobs Update & GK Quiz Public channel Username for Pro || 82 547 ||  || 77 || 1 478 ||  || 4 325 || 5.24 % || Career
1211495752,FREE JOBS INFORMATION,freejobsinformation,https://telemetr.io/en/channels/1211495752-freejobsinformation,https://t.me/freejobsinformation,81480,42,848,6692,8.21,46 FREE JOBS INFORMATION Public channel Username for Pro || 81 480 ||  || 42 || 848 ||  || 6 692 || 8.21 % || Career
1263009988,WalkinJobs in India,walkininterview_seekeras,https://telemetr.io/en/channels/1263009988-walkininterview_seekeras,https://t.me/walkininterview_seekeras,79495,44,769,1173,1.48,47 WalkinJobs in India Public channel Username for Pro || 79 495 ||  || 44 || 769 ||  || 1 173 || 1.48 % || Career
1299734537,Go Careers 🚀,gocareers,https://telemetr.io/en/channels/1299734537-gocareers,https://t.me/gocareers,79471,9,196,2174,2.74,48 Go Careers 🚀 Public channel Username for Pro || 79 471 ||  || 9 || 196 ||  || 2 174 || 2.74 % || Career
1341697420,Merademy,merademy,https://telemetr.io/en/channels/1341697420-merademy,https://t.me/merademy,77387,76,1495,1471,1.9,49 Merademy Public channel Username for Pro || 77 387 ||  || 76 || 1 495 ||  || 1 471 || 1.90 % || Career
1303317291,Jobs for you tamizha - JFYT,jobsforyoutamizha,https://telemetr.io/en/channels/1303317291-jobsforyoutamizha,https://t.me/jobsforyoutamizha,77035,56,928,5826,7.56,50 Jobs for you tamizha - JFYT Public channel Username for Pro || 77 035 ||  || 56 || 928 ||  || 5 826 || 7.56 % || Career
1926557692,Sarkari Jobs Hindi,sarkari_jobs_hindi,https://telemetr.io/en/channels/1926557692-sarkari_jobs_hindi,https://t.me/sarkari_jobs_hindi,75863,115,2878,0,0.0,51 Sarkari Jobs Hindi Public channel Username for Pro || 75 863 ||  || 115 || 2 878 ||  || 0 || 0 % || Career
1466659495,All Government Jobs,govtjobs9,https://telemetr.io/en/channels/1466659495-govtjobs9,https://t.me/govtjobs9,75007,19,509,2591,3.45,52 All Government Jobs Public channel Username for Pro || 75 007 ||  || 19 || 509 ||  || 2 591 || 3.45 % || Career
1487396457,Tamilnadu Jobs,tamilnadu_job_news,https://telemetr.io/en/channels/1487396457-tamilnadu_job_news,https://t.me/tamilnadu_job_news,73944,21,515,10060,13.6,53 Tamilnadu Jobs Public channel Username for Pro || 73 944 ||  || 21 || 515 ||  || 10 060 || 13.60 % || Career
1676419757,Sub4Sub | YouTube | Sub For Sub (sub4sub),tcs_infosys_cognizant_jobs,https://telemetr.io/en/channels/1676419757-tcs_infosys_cognizant_jobs,https://t.me/tcs_infosys_cognizant_jobs,73286,20,737,0,0.0,54 Sub4Sub | YouTube | Sub For Sub (sub4sub) Public channel Username for Pro || 73 286 ||  || 20 || 737 ||  || 0 || 0 % || Career
1178820782,ಉದ್ಯೋಗ ಬಿಂದು,udyogabindu1,https://telemetr.io/en/channels/1178820782-udyogabindu1,https://t.me/udyogabindu1,69286,22,843,12721,18.36,55 ಉದ್ಯೋಗ ಬಿಂದು Public channel Username for Pro || 69 286 ||  || 22 || 843 ||  || 12 721 || 18.36 % || Career
1435803551,BSK Jobs In Telugu,bskjobs,https://telemetr.io/en/channels/1435803551-bskjobs,https://t.me/bskjobs,69005,43,1793,4688,6.79,56 BSK Jobs In Telugu Public channel Username for Pro || 69 005 ||  || 43 || 1 793 ||  || 4 688 || 6.79 % || Career
1126709732,OffCampusJobs4u.com- India's #1 Off Campus Job Portal for Freshers.,offcampusjobs4u,https://telemetr.io/en/channels/1126709732-offcampusjobs4u,https://t.me/offcampusjobs4u,67437,7,707,990,1.47,57 OffCampusJobs4u.com- India's #1 Off Campus Job Portal for Freshers. Public channel Username for Pro || 67 437 ||  || 7 || 707 ||  || 990 || 1.47 % || Career
1380637350,Prepflix,jobsvacancynew,https://telemetr.io/en/channels/1380637350-jobsvacancynew,https://t.me/jobsvacancynew,66973,28,1146,1621,2.42,58 Prepflix Public channel Username for Pro || 66 973 ||  || 28 || 1 146 ||  || 1 621 || 2.42 % || Career
1443389827,OffCampus Phodenge : Aman Chowdhury 😊❤️,offcampus_phodenge,https://telemetr.io/en/channels/1443389827-offcampus_phodenge,https://t.me/offcampus_phodenge,65024,3,274,2087,3.21,60 OffCampus Phodenge : Aman Chowdhury 😊❤️ Public channel Username for Pro || 65 024 ||  || 3 || 274 ||  || 2 087 || 3.21 % || Career
1294070367,Jobs in TCS | Infosys | Wipro | Cognizant,jobs_tcs_infosys_wipro_cognizant,https://telemetr.io/en/channels/1294070367-jobs_tcs_infosys_wipro_cognizant,https://t.me/jobs_tcs_infosys_wipro_cognizant,64563,28,637,892,1.38,61 Jobs in TCS | Infosys | Wipro | Cognizant Public channel Username for Pro || 64 563 ||  || 28 || 637 ||  || 892 || 1.38 % || Career
1639770862,BE/BTech/ME/MTech/BCA/MCA/BSC/MSC JOBS | Seekeras IT Private Job MNC Jobs,seekerasjobs,https://telemetr.io/en/channels/1639770862-seekerasjobs,https://t.me/seekerasjobs,61421,31,724,540,0.88,62 BE/BTech/ME/MTech/BCA/MCA/BSC/MSC JOBS | Seekeras IT Private Job MNC Jobs Public channel Username for Pro || 61 421 ||  || 31 || 724 ||  || 540 || 0.88 % || Career
1561339286,Web3 Jobs,web3hiring,https://telemetr.io/en/channels/1561339286-web3hiring,https://t.me/web3hiring,61043,12,415,3434,5.63,63 Web3 Jobs Public channel Username for Pro || 61 043 ||  || 12 || 415 ||  || 3 434 || 5.63 % || Career
1510179353,Akash Soni,officialaasma,https://telemetr.io/en/channels/1510179353-officialaasma,https://t.me/officialaasma,59993,30,1143,5172,8.62,64 Akash Soni Public channel Username for Pro || 59 993 ||  || 30 || 1 143 ||  || 5 172 || 8.62 % || Career
1679695486,IndiaBharti.in : Job Updates,indiabharti,https://telemetr.io/en/channels/1679695486-indiabharti,https://t.me/indiabharti,59902,48,1461,0,0.0,65 IndiaBharti.in : Job Updates Public channel Username for Pro || 59 902 ||  || 48 || 1 461 ||  || 0 || 0 % || Career
1366746953,Civil Engineering Jobs,civil_engineering_jobs_india,https://telemetr.io/en/channels/1366746953-civil_engineering_jobs_india,https://t.me/civil_engineering_jobs_india,59219,12,556,3804,6.42,66 Civil Engineering Jobs Public channel Username for Pro || 59 219 ||  || 12 || 556 ||  || 3 804 || 6.42 % || Career
1671434250,ಕನ್ನಡ ಸಮಾಚಾರ - Kannada Samachar,kannadasamachar,https://telemetr.io/en/channels/1671434250-kannadasamachar,https://t.me/kannadasamachar,58786,20,641,11359,19.32,67 ಕನ್ನಡ ಸಮಾಚಾರ - Kannada Samachar Public channel Username for Pro || 58 786 ||  || 20 || 641 ||  || 11 359 || 19.32 % || Career
1521790999,InternFreak,internfreak,https://telemetr.io/en/channels/1521790999-internfreak,https://t.me/internfreak,58471,5,10,6420,10.98,68 InternFreak Public channel Username for Pro || 58 471 ||  || 5 || 10 ||  || 6 420 || 10.98 % || Career
1165687190,Formnotice.in Job Alert,formnotice_jobalert,https://telemetr.io/en/channels/1165687190-formnotice_jobalert,https://t.me/formnotice_jobalert,57955,16,887,7014,12.1,69 Formnotice.in Job Alert Public channel Username for Pro || 57 955 ||  || 16 || 887 ||  || 7 014 || 12.10 % || Career
1856360161,faujijuliat,fauji_julait,https://telemetr.io/en/channels/1856360161-fauji_julait,https://t.me/fauji_julait,57909,71,1581,5550,9.58,70 faujijuliat Public channel Username for Pro || 57 909 ||  || 71 || 1 581 ||  || 5 550 || 9.58 % || Career
1415160521,Sarkari Result - Jobs & Exam,sarkari_jobs_exam_result,https://telemetr.io/en/channels/1415160521-sarkari_jobs_exam_result,https://t.me/sarkari_jobs_exam_result,57600,15,509,2629,4.56,71 Sarkari Result - Jobs & Exam Public channel Username for Pro || 57 600 ||  || 15 || 509 ||  || 2 629 || 4.56 % || Career
2030985081,Latest MNC Jobs,latestmncjobs,https://telemetr.io/en/channels/2030985081-latestmncjobs,https://t.me/latestmncjobs,56512,8,49,1643,2.91,72 Latest MNC Jobs Public channel Username for Pro || 56 512 ||  || 8 || 49 ||  || 1 643 || 2.91 % || Career
1728197910,Jobs Adda in Telugu,jobsaddaintelugu,https://telemetr.io/en/channels/1728197910-jobsaddaintelugu,https://t.me/jobsaddaintelugu,56273,16,580,19487,34.62,73 Jobs Adda in Telugu Public channel Username for Pro || 56 273 ||  || 16 || 580 ||  || 19 487 || 34.62 % || Career
1411915902,✍️ Sarkari Job (Sarkarijobfind.com),sarkarijobfind_com,https://telemetr.io/en/channels/1411915902-sarkarijobfind_com,https://t.me/sarkarijobfind_com,56229,17,696,5117,9.1,74 ✍️ Sarkari Job (Sarkarijobfind.com) Public channel Username for Pro || 56 229 ||  || 17 || 696 ||  || 5 117 || 9.10 % || Career
1486264778,IcoNik Marathi,iconikmarathimotivation,https://telemetr.io/en/channels/1486264778-iconikmarathimotivation,https://t.me/iconikmarathimotivation,55471,23,1024,4496,8.11,75 IcoNik Marathi Public channel Username for Pro || 55 471 ||  || 23 || 1 024 ||  || 4 496 || 8.11 % || Career
1177289429,"Arun Chauhan | AI, Career & Tech",arunchauhanofficial,https://telemetr.io/en/channels/1177289429-arunchauhanofficial,https://t.me/arunchauhanofficial,55320,37,914,1336,2.42,"76 Arun Chauhan | AI, Career & Tech Public channel Username for Pro || 55 320 ||  || 37 || 914 ||  || 1 336 || 2.42 % || Career"
1419788004,Ds Helping Forever Official (dshelpingforever.com),dshelpingforever,https://telemetr.io/en/channels/1419788004-dshelpingforever,https://t.me/dshelpingforever,55294,19,397,4427,8.01,77 Ds Helping Forever Official (dshelpingforever.com) Public channel Username for Pro || 55 294 ||  || 19 || 397 ||  || 4 427 || 8.01 % || Career
1360837120,Bharti Updates - Sarkari Naukri & Results,bharti_updates_sarkari_naukri,https://telemetr.io/en/channels/1360837120-bharti_updates_sarkari_naukri,https://t.me/bharti_updates_sarkari_naukri,54706,22,654,840,1.54,78 Bharti Updates - Sarkari Naukri & Results Public channel Username for Pro || 54 706 ||  || 22 || 654 ||  || 840 || 1.54 % || Career
1648207619,LMT Job Updates 👨‍💻📢,lmtplacements,https://telemetr.io/en/channels/1648207619-lmtplacements,https://t.me/lmtplacements,54551,8,617,3854,7.06,79 LMT Job Updates 👨‍💻📢 Public channel Username for Pro || 54 551 ||  || 8 || 617 ||  || 3 854 || 7.06 % || Career
1778859020,Fastjob Searchers,fastjobsearcher,https://telemetr.io/en/channels/1778859020-fastjobsearcher,https://t.me/fastjobsearcher,53918,42,865,5979,11.09,80 Fastjob Searchers Public channel Username for Pro || 53 918 ||  || 42 || 865 ||  || 5 979 || 11.09 % || Career
1991870070,Sarkari Jobs Update™🎖️,rojgarwithankitjobs,https://telemetr.io/en/channels/1991870070-rojgarwithankitjobs,https://t.me/rojgarwithankitjobs,53902,80,1837,3280,6.09,81 Sarkari Jobs Update™🎖️ Public channel Username for Pro || 53 902 ||  || 80 || 1 837 ||  || 3 280 || 6.09 % || Career
1382428419,Speed Job (Speedjob.in),speedjobs,https://telemetr.io/en/channels/1382428419-speedjobs,https://t.me/speedjobs,53848,25,810,5652,10.5,82 Speed Job (Speedjob.in) Public channel Username for Pro || 53 848 ||  || 25 || 810 ||  || 5 652 || 10.50 % || Career
1510857881,Karishmatic Marketer,karishmaticmarketer,https://telemetr.io/en/channels/1510857881-karishmaticmarketer,https://t.me/karishmaticmarketer,53344,20,688,1827,3.42,83 Karishmatic Marketer Public channel Username for Pro || 53 344 ||  || 20 || 688 ||  || 1 827 || 3.42 % || Career
1733566916,JobSkull - MNC & Work From Home Job Updates,jobskull,https://telemetr.io/en/channels/1733566916-jobskull,https://t.me/jobskull,53155,50,1067,1022,1.92,84 JobSkull - MNC & Work From Home Job Updates Public channel Username for Pro || 53 155 ||  || 50 || 1 067 ||  || 1 022 || 1.92 % || Career
1192782025,Mechanical Engineering Jobs,mechanical_engineering_jobs,https://telemetr.io/en/channels/1192782025-mechanical_engineering_jobs,https://t.me/mechanical_engineering_jobs,52486,9,455,2570,4.9,85 Mechanical Engineering Jobs Public channel Username for Pro || 52 486 ||  || 9 || 455 ||  || 2 570 || 4.90 % || Career
1204186686,Indian Army Navy AirForce Jobs,indian_army_navy_airforce_jobs,https://telemetr.io/en/channels/1204186686-indian_army_navy_airforce_jobs,https://t.me/indian_army_navy_airforce_jobs,50391,32,1142,1508,2.99,86 Indian Army Navy AirForce Jobs Public channel Username for Pro || 50 391 ||  || 32 || 1 142 ||  || 1 508 || 2.99 % || Career
1594765919,Odisha Govt Job,odishanijuktikhabar,https://telemetr.io/en/channels/1594765919-odishanijuktikhabar,https://t.me/odishanijuktikhabar,50233,2,72,12362,24.61,87 Odisha Govt Job Public channel Username for Pro || 50 233 ||  || 2 || 72 ||  || 12 362 || 24.61 % || Career
1558771903,job4software,job4softwaree,https://telemetr.io/en/channels/1558771903-job4softwaree,https://t.me/job4softwaree,50068,24,833,853,1.7,88 job4software Public channel Username for Pro || 50 068 ||  || 24 || 833 ||  || 853 || 1.70 % || Career
1345582422,A2Z Jobs Information,a2zjobsinformation,https://telemetr.io/en/channels/1345582422-a2zjobsinformation,https://t.me/a2zjobsinformation,49799,199,706,7082,14.22,89 A2Z Jobs Information Public channel Username for Pro || 49 799 ||  || 199 || 706 ||  || 7 082 || 14.22 % || Career
